Date,Price,Open,High,Low,Change
"Feb 04, 2014",1465.51,1466.23,1474.3,1461.05,-0.11
"Feb 03, 2014",1467.12,1457.62,1468.48,1453.68,0.6
"Jan 31, 2014",1458.36,1463.94,1467.32,1456.11,-0.43
"Jan 30, 2014",1464.72,1461.45,1473.05,1457.09,0.19
"Jan 29, 2014",1462.01,1474.86,1475.85,1455.14,-0.93
"Jan 28, 2014",1475.69,1481.63,1482.68,1470.65,-0.41
"Jan 27, 2014",1481.77,1477.04,1488.89,1476.28,0.28
"Jan 24, 2014",1477.65,1469.5,1484.56,1468.54,0.51
"Jan 23, 2014",1470.22,1445.76,1470.66,1444.91,1.66
"Jan 22, 2014",1446.26,1443.99,1451.18,1443.57,0.11
"Jan 21, 2014",1444.7,1441.07,1445.78,1439.42,0.21
"Jan 20, 2014",1441.62,1436.43,1443.59,1434.52,0.27
"Jan 17, 2014",1437.78,1447.7,1449.47,1433.67,-0.75
"Jan 16, 2014",1448.7,1445.45,1452.02,1443.66,0.12
"Jan 15, 2014",1447.03,1448.36,1454.69,1443.49,-0.15
"Jan 14, 2014",1449.2,1444.13,1451.36,1443.53,0.28
"Jan 13, 2014",1445.13,1450.61,1452.78,1440.92,-0.43
"Jan 10, 2014",1451.39,1445.64,1453.51,1440.91,0.34
"Jan 09, 2014",1446.43,1446.24,1452.36,1439.9,-0.02
"Jan 08, 2014",1446.74,1454.76,1457.33,1443.9,-0.65
"Jan 07, 2014",1456.23,1451.18,1460.55,1448.79,0.29
"Jan 06, 2014",1452.01,1433.53,1454.67,1433.11,1.24
"Jan 03, 2014",1434.26,1435.76,1444.32,1432.32,-0.14
"Jan 02, 2014",1436.31,1451.39,1453.95,1431.35,-1.08
"Jan 01, 2014",1452.05,1450.44,1453.62,1449.91,0.06
"Dec 31, 2013",1451.2,1456.46,1458.27,1450.02,-0.42
"Dec 30, 2013",1457.38,1448.02,1458.06,1447.92,0.56
"Dec 27, 2013",1449.33,1450.01,1465.79,1446.55,-0.06
"Dec 26, 2013",1450.27,1448.95,1451.33,1446.21,-0.01
"Dec 25, 2013",1450.36,1449.27,1453.53,1446.83,-0.03
"Dec 24, 2013",1450.78,1451.67,1454.73,1446.19,-0.12
"Dec 23, 2013",1452.46,1450.76,1455.23,1448.94,0.06
"Dec 20, 2013",1451.64,1447.19,1455.67,1445.28,0.26
"Dec 19, 2013",1447.91,1439.21,1451.72,1437.32,0.55
"Dec 18, 2013",1440.01,1446.53,1453.47,1438.06,-0.47
"Dec 17, 2013",1446.88,1447.55,1448.99,1441.7,-0.15
"Dec 16, 2013",1449.03,1446.24,1453.35,1444.55,0.1
"Dec 13, 2013",1447.62,1445.1,1450.98,1443.53,0.09
